record_id,sensor_id,location,soil_moisture_percent,temperature_celsius,humidity_percent,timestamp,status,battery_voltage,irrigation_action
1174,SENSOR_12,Farm B,18.847118268008412,26.35063052037012,54.33005593669008,2025-06-30 15:40:52.768868864,Normal,3.7975258064918025,
1175,SENSOR_1,Farm A,23.36497661056436,33.736932316151965,56.38449815084815,2025-07-06 02:24:31.345416448,Wet,3.3261152928661346,Irrigate
1176,SENSOR_20,Farm C,7.32436662481825,22.237258470870174,56.972539666691205,2025-07-04 12:51:05.506837760,Wet,4.151025222240501,
1177,SENSOR_3,Farm C,34.86884830906835,24.58606715764828,68.85638700644611,2025-07-07 09:36:26.646636800,Critical High,3.4862016574358474,Irrigate
1178,SENSOR_13,Farm B,56.76454088684724,19.06047160902936,19.89674468662145,2025-07-04 15:50:07.236107520,Normal,3.273342295447587,
1179,SENSOR_4,Farm D,59.871356786294925,36.120111547773135,83.19613128762535,2025-06-30 23:16:43.020338176,Critical High,3.8738283012182735,Irrigate
1180,SENSOR_10,Farm D,51.92311018998832,21.585681707663657,54.57255552606112,2025-06-30 22:29:37.221167360,Normal,4.2,
1181,SENSOR_4,Farm C,50.90334412808648,34.517522951967,73.39834962796787,2025-07-06 16:32:14.343684864,Wet,2.81244208998224,Irrigate
1182,SENSOR_14,Farm B,22.96189645756554,29.8361799561013,84.18341995246843,2025-07-06 09:34:59.372021248,Critical Low,3.075034980615719,
1183,SENSOR_8,Farm A,44.05095946744046,32.830460420169544,55.05465859948853,2025-07-02 23:27:00.621718016,Critical High,3.186390290857564,Reduce Irrigation
1184,SENSOR_9,Farm D,56.29874912245584,29.822638519873344,80.92682988298391,2025-07-04 20:34:33.311107072,Dry,3.880960553288286,
1185,SENSOR_14,Farm A,43.58574438221611,21.481862142717468,39.38305455944627,2025-07-03 23:16:41.664680704,Normal,3.9633772608282887,
1186,SENSOR_19,Farm C,55.64599686034477,28.039213696320687,80.60681419983037,2025-07-07 06:28:03.911073024,Critical Low,3.9558547048225177,
1187,SENSOR_9,Farm C,57.46934920368373,37.22361368005114,77.50038270876745,2025-07-07 03:36:54.660169472,Normal,3.1303365892729142,Reduce Irrigation
1188,SENSOR_11,Farm B,37.6603583849008,30.72593484558624,33.82909683786896,2025-07-07 09:13:57.857758208,Wet,3.4248463273540573,Reduce Irrigation
1189,SENSOR_8,Farm C,19.721919936406984,20.575062041576807,71.79830659863921,2025-07-06 13:46:02.935111936,Wet,4.002541459782308,Irrigate
1190,SENSOR_4,Farm A,33.97852662297208,22.205315480333127,45.01172036796919,2025-07-06 20:54:52.726597376,Wet,3.367378603804211,Reduce Irrigation
1191,SENSOR_10,Farm B,42.91806766836184,33.493698273064616,60.02905603123965,2025-07-02 02:07:27.394197248,Critical High,3.5539549956734366,Irrigate
1192,SENSOR_6,Farm C,57.2686596067285,19.895326217932176,70.7090192347372,2025-07-06 07:53:26.192619520,Normal,3.0119888992249995,
1193,SENSOR_16,Farm B,27.497873344800205,27.326143690922173,90.67900931332962,2025-07-05 11:38:10.165156096,Dry,3.841942829340145,
1194,SENSOR_1,Farm D,6.611871213888527,14.96041189419719,51.91960958120619,2025-07-07 05:44:30.778579712,Critical High,3.0583972456282047,Irrigate
1195,SENSOR_11,Farm A,46.31620251593677,15.719605194706492,68.65508169877899,2025-07-04 12:49:14.035870464,Dry,3.7953895728219984,Reduce Irrigation
1196,SENSOR_14,Farm D,5.00090712137202,26.056182741984777,75.7668014377719,2025-07-01 04:13:04.688496128,Wet,3.854964478270665,
1197,SENSOR_18,Farm A,43.22226604448424,26.54595028131556,62.59496132372553,2025-07-04 17:09:16.294105344,Wet,3.8187148646652167,
1198,SENSOR_8,Farm A,3.3477728472293937,19.55152795259161,71.47324269192843,2025-07-05 07:56:32.619173120,Wet,3.677729476803045,Irrigate
1199,SENSOR_19,Farm D,46.0780540384138,24.388551490459363,70.33468768502965,2025-07-02 02:37:43.434879488,Dry,4.2,Reduce Irrigation
1200,SENSOR_2,Farm B,38.46019572711402,21.45676910932881,48.65215818338194,2025-07-03 07:26:47.043154176,Wet,3.5457668104339786,Reduce Irrigation
1201,SENSOR_16,Farm D,55.444553958961926,28.86548583555407,44.675589066482246,2025-07-04 17:20:15.627984128,Dry,4.2,Reduce Irrigation
1202,SENSOR_4,Farm D,60.09801845167378,31.76468738980085,81.9601154976561,2025-07-03 04:07:43.678833664,Critical High,3.7648165254831567,Irrigate
1203,SENSOR_15,Farm D,19.04131261891448,22.521690598918607,53.32889428894803,2025-07-03 04:16:06.290328576,Critical High,3.9235299094848983,Reduce Irrigation
1204,SENSOR_8,Farm B,3.913077407272881,19.445384420547988,36.483674707224864,2025-07-01 12:09:49.738387712,Dry,3.2178924567609446,Irrigate
1205,SENSOR_10,Farm B,52.7467416529522,21.065802976210907,65.71471888795206,2025-07-07 02:05:14.348873984,Wet,3.906556037043218,Reduce Irrigation
1206,SENSOR_12,Farm D,46.26201990269128,26.76052708572549,30.900911830007058,2025-07-05 18:32:25.117880576,Normal,3.5353503418873444,Irrigate
1207,SENSOR_8,Farm C,15.739141295007435,21.94109587846328,77.22762742850591,2025-06-30 14:18:07.258396672,Wet,3.965005467118514,Irrigate
1208,SENSOR_20,Farm B,38.23958836396873,23.518060005643413,32.956602248845634,2025-07-05 21:02:50.193764096,Critical Low,3.361042100406387,Irrigate
1209,SENSOR_15,Farm D,32.936141184232554,32.3147222023083,65.01967758649847,2025-07-05 16:45:58.222917120,Critical Low,4.19868420689675,Reduce Irrigation
1210,SENSOR_10,Farm B,9.062912736580076,27.610919058633424,61.36714792941129,2025-06-30 15:42:33.799355136,Critical Low,3.1977239592974454,Irrigate
1211,SENSOR_11,Farm C,49.16203493440524,25.31548898244126,51.39815798875557,2025-07-03 03:22:56.589417472,Critical Low,3.3095526691674118,
1212,SENSOR_19,Farm C,17.856573776259214,32.99292836226479,39.20055597456837,2025-07-04 18:42:16.966263040,Wet,4.181854401222212,
1213,SENSOR_19,Farm C,8.380161826382102,28.99676566984365,69.65799210831075,2025-07-03 17:10:09.974120192,Critical Low,3.157549084726547,Reduce Irrigation
1214,SENSOR_8,Farm D,35.26827222870414,19.210994842509912,75.59969160497006,2025-07-05 23:05:56.033709056,Dry,3.657751695460721,
1215,SENSOR_2,Farm B,39.764730595150304,28.36823721449613,53.997449461643,2025-07-03 12:38:38.097082880,Wet,4.150658767169727,Irrigate
1216,SENSOR_18,Farm B,54.84660376403304,32.83750463481756,83.00264424110999,2025-07-01 15:36:31.960985856,Wet,3.751195336086041,Irrigate
1217,SENSOR_8,Farm D,34.69845529732408,24.78497115484293,72.45780464605346,2025-07-07 08:00:06.542754048,Dry,3.710447770383747,
1218,SENSOR_12,Farm B,29.51060352292376,19.477351043359786,52.43525795269116,2025-07-02 06:13:48.353287680,Critical High,3.617284140312512,
1219,SENSOR_11,Farm C,48.01277557557229,26.18668790652877,49.50145488735757,2025-07-05 13:06:04.247854592,Critical Low,3.2741879061477768,
1220,SENSOR_9,Farm B,49.87610875255787,23.19420581115645,31.492890933851776,2025-07-01 13:50:00.728684800,Critical Low,3.2016905078840208,Irrigate
1221,SENSOR_8,Farm D,24.35560353778412,25.812065693530464,49.68387592220358,2025-07-02 20:39:05.789672192,Critical Low,3.5776927603684423,Reduce Irrigation
1222,SENSOR_3,Farm C,36.63966321468675,29.56716156367255,66.81450760343711,2025-07-03 15:23:28.960576512,Normal,3.333050624429601,Reduce Irrigation
1223,SENSOR_18,Farm D,41.18362915578858,32.6916595595279,89.79572015019477,2025-07-01 21:58:15.972782336,Critical Low,3.2523721848260414,
1224,SENSOR_11,Farm C,50.22652818804544,27.467769034697632,50.43756559298936,2025-07-03 16:42:23.869517568,Critical Low,3.043841901082201,
1225,SENSOR_3,Farm C,52.15173087625588,26.63989566654537,41.91163493410856,2025-07-01 16:09:21.775556608,Wet,3.096033255941672,Irrigate
1226,SENSOR_17,Farm C,12.602033327294642,28.77985320929313,67.50593545883672,2025-07-04 10:47:18.363382272,Normal,3.04326745773976,Reduce Irrigation
1227,SENSOR_17,Farm A,28.116867866130782,33.30322676081578,65.64320265784168,2025-07-05 04:09:01.988959488,Wet,4.2,Irrigate
1228,SENSOR_8,Farm B,12.075163410723343,21.6295584125359,84.9524605870995,2025-07-01 00:26:54.521507584,Dry,4.050187913379632,Irrigate
1229,SENSOR_8,Farm B,44.98048063938128,34.81487225838657,71.91794455944016,2025-07-06 14:32:38.608358912,Critical Low,3.8038991275827687,
1230,SENSOR_2,Farm C,6.943390549195375,23.612834121236528,83.19947938134537,2025-07-01 20:47:42.999917056,Wet,3.600942636056377,Irrigate
1231,SENSOR_5,Farm B,13.971690510195364,18.443677814311133,74.12820910183933,2025-07-02 03:27:52.846170624,Dry,3.510297187358728,Irrigate
1232,SENSOR_8,Farm C,52.683254444769936,20.533359403565523,40.83042523141031,2025-07-05 03:45:31.173539072,Wet,2.951083961201105,Irrigate
1233,SENSOR_17,Farm D,22.546505511428943,23.4837135402924,39.58752852156209,2025-07-03 19:49:21.258015744,Critical High,3.799261914758693,Irrigate
1234,SENSOR_20,Farm B,30.45483279152432,32.55672488457453,64.10538461863432,2025-07-04 00:54:14.208969216,Critical Low,4.065600002229834,Reduce Irrigation
1235,SENSOR_17,Farm D,22.81831127465129,23.55544854014312,32.35312225538287,2025-07-01 11:20:45.836485120,Normal,3.0705727282769035,Reduce Irrigation
1236,SENSOR_5,Farm D,40.875194964826086,17.73081050323833,45.78471618001549,2025-07-06 03:42:00.941510912,Critical High,3.168146106348064,Reduce Irrigation
1237,SENSOR_10,Farm D,28.00205946862775,30.252631098833355,69.73099493300468,2025-07-04 20:24:49.361669376,Critical Low,3.2186472201646006,
1238,SENSOR_4,Farm D,59.96538196789103,32.87904656656323,86.85961305430573,2025-07-01 12:32:39.956933120,Critical High,3.913956972413365,Irrigate
1239,SENSOR_17,Farm B,10.360948888925154,35.27991321406382,83.33002492406777,2025-07-03 04:06:40.182152192,Critical Low,3.926344774661748,
1240,SENSOR_8,Farm B,28.40874013003626,29.882654011412225,84.24549195283575,2025-07-06 04:28:31.105246976,Normal,3.4328849621355912,Irrigate
1241,SENSOR_6,Farm A,2.998251537336709,17.837153340563216,55.92823294175981,2025-07-04 12:20:18.861151232,Critical High,3.1584169244563847,Irrigate
1242,SENSOR_13,Farm D,32.6608460665286,19.73810139959758,87.47833954349271,2025-07-01 08:06:41.802215680,Critical High,3.223785777596937,
1243,SENSOR_9,Farm A,44.49036284460865,26.815161523366587,32.406276591277894,2025-07-03 03:54:30.529713408,Dry,3.354634744511845,Reduce Irrigation
1244,SENSOR_15,Farm C,19.282182100421668,29.548033220275563,84.99835205896511,2025-07-02 06:20:18.994214144,Critical High,4.182732590682319,
1245,SENSOR_4,Farm D,58.31531804093824,28.637816301310124,47.35713252159436,2025-07-04 03:54:00.887598080,Wet,4.2,
1246,SENSOR_8,Farm D,4.938512373693069,17.785322658085697,60.470329702731775,2025-07-06 09:56:20.992268800,Normal,3.3120623859979688,
1247,SENSOR_15,Farm D,44.07353352895416,24.44644214805585,75.05710683410179,2025-07-03 14:26:10.303450112,Normal,3.431446326746755,Reduce Irrigation
1248,SENSOR_13,Farm D,8.859234135293354,25.4943347132292,74.38005610896894,2025-07-03 13:57:04.191608064,Dry,3.81036153636851,Reduce Irrigation
1249,SENSOR_10,Farm C,12.736964394016104,34.03947968777169,75.68945808680289,2025-07-06 20:13:05.167635200,Dry,4.143736979356359,Reduce Irrigation
1250,SENSOR_5,Farm D,46.37667780630356,20.913723370491805,53.67576266303976,2025-07-04 13:38:13.120142080,Critical Low,3.5242275438413704,
1251,SENSOR_5,Farm D,9.083533507778192,20.313015102935346,51.0656664634945,2025-07-04 11:58:47.107710976,Dry,4.198335457728821,
1252,SENSOR_19,Farm C,52.21663078876733,20.416002697804668,90.65085602095236,2025-07-02 09:31:29.490856192,Critical Low,3.069641210535293,Irrigate
1253,SENSOR_3,Farm D,14.728253494045337,33.014301345394195,34.83008171551835,2025-07-04 18:51:59.017093888,Wet,2.9340540276551983,Reduce Irrigation
1254,SENSOR_17,Farm D,15.977283593215676,29.962562241761347,41.32541674859984,2025-07-04 13:35:28.994420224,Dry,3.847937317057412,Irrigate
1255,SENSOR_6,Farm D,47.951202222336114,28.9507720386844,31.262154988538004,2025-07-03 07:54:01.516705792,Normal,4.009533216624434,Reduce Irrigation
1256,SENSOR_8,Farm A,30.41476412967478,33.85316512462541,88.67664575995344,2025-07-07 10:22:10.811107840,Critical Low,3.182050089909916,Irrigate
1257,SENSOR_1,Farm D,44.536635801761776,21.345906771849965,28.931824344949817,2025-07-06 16:19:40.992616192,Normal,3.697059561507627,
1258,SENSOR_12,Farm D,49.48967224738975,27.53674373187042,43.55291036602164,2025-07-05 18:23:23.039998464,Normal,3.1105205261894944,Reduce Irrigation
1259,SENSOR_5,Farm C,40.55328443963758,20.76244096378231,62.7781196695228,2025-07-04 07:11:48.075547136,Normal,3.414039470124252,Reduce Irrigation
1260,SENSOR_4,Farm B,41.11061975881798,19.46834573269219,50.705688288938525,2025-07-03 18:42:46.978142976,Normal,3.633674131346873,Reduce Irrigation
1261,SENSOR_12,Farm A,45.228724347524455,21.89644811538037,89.94267972711074,2025-07-01 20:45:17.651104512,Critical Low,3.44467589981602,Reduce Irrigation
1262,SENSOR_17,Farm A,28.32401962929072,30.069808646392595,71.63979875238962,2025-07-02 16:47:31.927738368,Wet,3.902629685570735,Irrigate
1263,SENSOR_2,Farm B,32.81016907653759,33.639272331229165,31.322105547557666,2025-07-05 22:25:53.159846400,Critical Low,3.4752014205149417,Irrigate
1264,SENSOR_18,Farm B,28.667880200550695,33.862362051612195,75.42186704530508,2025-07-03 17:20:05.900563456,Wet,3.6032673538715048,Irrigate
1265,SENSOR_9,Farm C,43.52854665257135,21.510260784705142,60.70355133499193,2025-07-06 16:23:26.965221120,Wet,4.061627378025972,Irrigate
1266,SENSOR_14,Farm D,17.013647149748227,33.040340306501434,68.20921082720903,2025-07-01 14:37:19.073730048,Wet,3.2066214785205784,Reduce Irrigation
1267,SENSOR_12,Farm A,46.31002301900608,20.836345586385008,93.79646870022374,2025-07-04 02:23:17.715494400,Critical Low,3.5280928496947825,Reduce Irrigation
1268,SENSOR_5,Farm A,55.65160127127102,27.70670232932239,59.52781456739589,2025-07-05 01:22:24.695419648,Critical High,4.060898860922901,Irrigate
1269,SENSOR_15,Farm C,34.28606588442447,21.11813438985841,36.18147036157731,2025-07-04 03:47:52.517508352,Normal,3.68945624546138,
1270,SENSOR_7,Farm B,60.81489711599386,28.794114977186226,40.69958500866301,2025-07-06 17:32:40.100662784,Critical High,3.4536489512184176,Reduce Irrigation
1271,SENSOR_17,Farm C,9.515503870910951,20.60179511664768,45.57403170481574,2025-07-07 10:10:54.905455104,Critical Low,3.9470138692821295,Reduce Irrigation
1272,SENSOR_3,Farm C,49.81506644821146,19.81440304584287,78.48693282006305,2025-07-01 09:18:11.340950272,Critical Low,3.970079800172407,
1273,SENSOR_6,Farm D,58.51481547811104,20.56213897711379,35.828675553966555,2025-07-01 11:38:40.280439552,Normal,3.978151601483888,
1274,SENSOR_8,Farm C,15.83510889925346,22.080395518086227,32.632435513261775,2025-07-01 11:42:20.676348672,Wet,3.4483465648324736,
1275,SENSOR_4,Farm D,59.24361992443439,30.36730204005708,87.7472634599562,2025-07-05 07:02:46.855728384,Critical High,3.98082662196574,Irrigate
1276,SENSOR_8,Farm A,41.959550560219085,33.948078921947705,57.507420308847095,2025-07-03 03:53:30.268445184,Critical High,3.187567529961569,Reduce Irrigation
1277,SENSOR_18,Farm B,10.045725648350263,21.00234362912843,42.920173672380166,2025-07-05 15:41:29.853896192,Critical High,4.018928245425025,
1278,SENSOR_4,Farm A,5.784962728896991,27.750118163522025,57.84339012879979,2025-07-03 09:19:47.141025280,Critical High,3.6111369908798494,
1279,SENSOR_11,Farm B,46.69113314179991,20.99781486224807,65.8166870626291,2025-07-04 22:09:48.556231936,Critical Low,3.1926156559646186,Reduce Irrigation
1280,SENSOR_18,Farm B,41.99134419510136,30.84595594627911,86.37995220362875,2025-07-05 21:45:04.037910016,Critical Low,3.4319611748516525,Reduce Irrigation
1281,SENSOR_6,Farm A,14.675402001866509,23.539796898314915,69.94166167174157,2025-07-04 08:59:57.005706240,Normal,4.2,Irrigate
1282,SENSOR_18,Farm D,18.4793112825798,29.73217487065518,50.54566267544291,2025-07-04 07:33:16.273283328,Critical High,3.436345507879089,
1283,SENSOR_16,Farm D,57.25039570201193,30.239071564950784,42.32395176217569,2025-07-01 04:43:35.598136064,Dry,4.1191784071839175,Reduce Irrigation
1284,SENSOR_14,Farm A,47.66117149056765,34.7596523415226,88.1205774894493,2025-07-03 10:12:37.053612288,Critical Low,3.145325010899176,Reduce Irrigation
1285,SENSOR_9,Farm C,54.91958089586208,19.03136089093495,90.08021910156916,2025-07-04 08:35:41.213846016,Normal,3.445510414135566,Reduce Irrigation
1286,SENSOR_13,Farm C,35.761561451109245,29.704853931879047,31.67907564173921,2025-07-03 18:41:59.834073344,Dry,3.5870562951152354,Reduce Irrigation
1287,SENSOR_7,Farm A,14.227844309097808,32.01355012599358,62.81854875832065,2025-07-06 19:27:37.807192576,Critical Low,3.777629571711048,
1288,SENSOR_20,Farm A,39.44836015845687,28.37853287062811,75.8865739214202,2025-07-06 20:24:49.395537408,Normal,3.0134204071949053,Reduce Irrigation
1289,SENSOR_19,Farm B,48.76966857708271,24.163696520106825,44.326490162867216,2025-07-06 06:23:00.361168640,Wet,3.751468207973676,
1290,SENSOR_12,Farm C,53.77807813296802,19.108409348946967,43.98336408133494,2025-07-03 04:19:35.433113344,Normal,3.814896311144762,
1291,SENSOR_8,Farm D,7.2492364382651715,20.86291255985017,63.24191200438332,2025-07-05 13:02:09.555608320,Normal,3.393565514364137,
1292,SENSOR_5,Farm D,49.60537537432622,20.35453602006804,47.11962081034959,2025-07-03 07:38:28.493950976,Critical Low,3.642590417672772,
1293,SENSOR_3,Farm D,16.473157674390748,29.073915002613496,41.22474613856409,2025-07-02 04:39:49.422972672,Normal,3.317720878741692,Reduce Irrigation
1294,SENSOR_13,Farm D,37.51650284835938,19.887297684189388,38.64939432500247,2025-07-02 22:57:17.304041216,Dry,3.673413456436239,Irrigate
1295,SENSOR_6,Farm A,30.627886919183474,22.909912232295877,32.42159030323264,2025-07-01 01:51:46.628193536,Critical Low,3.732857744855616,
1296,SENSOR_18,Farm D,25.86630570666581,29.609248215115528,91.38075960642878,2025-07-02 21:06:36.266225152,Critical High,3.297011688471346,
1297,SENSOR_4,Farm B,8.92088969228669,16.717365947734958,44.47853407590069,2025-07-03 18:29:40.459171840,Normal,3.239627633910531,Reduce Irrigation
1298,SENSOR_14,Farm D,56.16300139474525,22.5894016043511,64.14052116633373,2025-07-07 04:31:49.765330432,Wet,3.34302702035104,Reduce Irrigation
1299,SENSOR_11,Farm C,48.79663675226092,24.223017822729105,50.83293005830524,2025-07-02 18:03:52.315337984,Critical Low,3.179943060941475,
1300,SENSOR_4,Farm A,57.57951227899149,25.911214829327182,83.09888269711169,2025-07-06 19:44:15.615693312,Normal,3.725302244719396,Reduce Irrigation
1301,SENSOR_12,Farm D,9.406567611951996,25.864602127407736,85.99920515110078,2025-07-02 04:02:39.659170048,Critical Low,3.991930891313205,Irrigate
1302,SENSOR_1,Farm B,38.78791054356525,20.051573893714774,65.26033438079143,2025-07-01 21:45:41.973828352,Critical Low,3.183529539074522,Irrigate
1303,SENSOR_16,Farm C,56.322241553881966,27.238817230675448,41.0120888784485,2025-07-04 04:09:14.147762688,Critical Low,3.567716520482175,Irrigate
1304,SENSOR_17,Farm C,12.045449422589916,29.055141875180965,72.37566863506494,2025-07-05 05:36:33.936788480,Normal,3.102445122301243,Reduce Irrigation
1305,SENSOR_14,Farm B,53.22100754513537,29.738945326653557,45.41832117149461,2025-06-30 21:26:48.693793792,Critical High,3.57071312946213,
1306,SENSOR_11,Farm B,15.15165575306272,30.303191798257743,39.13414169219689,2025-07-02 02:45:08.057481216,Normal,3.1050761346687428,Irrigate
1307,SENSOR_8,Farm D,12.434267543267426,17.354962530699158,79.28388787965791,2025-07-03 17:39:20.807881216,Dry,3.025292056319228,Reduce Irrigation
1308,SENSOR_1,Farm B,6.542502756673045,30.797933253764768,58.96922415293875,2025-07-02 20:58:54.728321792,Dry,3.7570332540689466,Irrigate
1309,SENSOR_19,Farm C,57.43151225114704,19.804617288004668,94.61776955022526,2025-07-05 12:15:37.027106304,Critical Low,3.0309193533503582,Irrigate
1310,SENSOR_18,Farm A,26.800785395560997,32.503128382826574,39.13168468381299,2025-07-04 02:51:17.206200832,Critical High,3.1169012611514413,Irrigate
1311,SENSOR_13,Farm A,33.34625671167728,32.86653819627341,43.73121655150542,2025-07-01 16:41:09.764499200,Wet,3.087418064845167,Reduce Irrigation
1312,SENSOR_16,Farm C,55.250537883451656,26.08143885071052,42.86593012980848,2025-07-06 18:24:47.163528448,Critical Low,3.5326908671637387,Irrigate
1313,SENSOR_15,Farm B,27.323955768707464,20.34205848066255,70.56546602859606,2025-07-02 14:39:52.113923072,Wet,3.7051095343629536,Irrigate
1314,SENSOR_20,Farm C,20.65310955302315,23.17515254710547,42.40515089937236,2025-07-05 15:19:46.404185344,Normal,3.5991315869010863,
1315,SENSOR_9,Farm B,52.05368907893728,25.286037288856416,35.55276588966161,2025-07-05 23:25:07.925179136,Critical Low,3.2246499304430216,Irrigate
1316,SENSOR_15,Farm D,40.36887925392606,32.50888676769463,53.95422218821606,2025-07-07 05:48:12.357590784,Critical Low,3.79335522300476,
1317,SENSOR_18,Farm A,40.53410053173852,21.00875585157044,86.36314472795323,2025-07-04 00:45:24.047066880,Critical High,3.4806784266675432,Reduce Irrigation
1318,SENSOR_1,Farm C,56.56926159124687,22.79186348988036,81.81089735652446,2025-07-04 20:12:41.852601344,Critical High,3.24058502666929,Irrigate
1319,SENSOR_16,Farm A,40.894567978550846,20.33174049839288,67.95391295214155,2025-07-02 21:37:26.054629632,Critical High,4.173014813181635,Reduce Irrigation
1320,SENSOR_9,Farm C,9.0209607501307,21.395171115182738,49.802777793370296,2025-07-05 06:32:57.347409408,Wet,3.6002514502656213,Reduce Irrigation
1321,SENSOR_2,Farm B,53.97542309979925,29.37018954694753,69.39698902505279,2025-07-03 18:55:57.138053120,Critical Low,3.34805203053163,Irrigate
1322,SENSOR_10,Farm B,58.67869488037116,20.739102851283587,70.56004693202044,2025-07-03 14:39:57.202598656,Wet,3.839070088934864,Reduce Irrigation
1323,SENSOR_12,Farm D,17.457796247238498,22.230424344626574,55.81742993079926,2025-07-06 11:56:47.786830592,Critical High,3.714268841220163,
1324,SENSOR_8,Farm B,25.65432287912068,28.38498130879348,83.25153370190822,2025-06-30 22:24:52.789438208,Normal,3.580370185546693,Irrigate
1325,SENSOR_11,Farm A,17.418994957198453,19.0562211412801,78.0875077758599,2025-07-06 16:20:23.651670016,Normal,4.165963731807482,Reduce Irrigation
1326,SENSOR_18,Farm B,62.5167689542354,24.05445433810872,73.59678468543238,2025-07-06 11:22:59.568993280,Critical High,4.2,
1327,SENSOR_6,Farm D,46.99914429146143,19.10669759722421,41.92350143760544,2025-07-04 02:03:35.271401216,Critical High,3.613356541553598,Irrigate
1328,SENSOR_3,Farm A,54.65427994569347,26.250799615997387,50.33720482518116,2025-07-03 23:22:46.691789568,Critical High,3.317566445325697,Reduce Irrigation
1329,SENSOR_9,Farm B,17.789626365808285,28.249153974513064,60.47337270150918,2025-07-03 02:05:22.290275072,Dry,3.2703218767330826,
1330,SENSOR_10,Farm D,26.926430782278985,27.49730745958755,58.15087758130778,2025-07-07 10:56:47.103206400,Critical Low,3.304160163678721,
1331,SENSOR_18,Farm D,18.46109897793145,33.02204348986296,46.919171466893474,2025-07-01 08:31:46.421494016,Critical High,3.504936355348238,
1332,SENSOR_9,Farm B,12.752696107031603,32.96946157799022,64.63375919541939,2025-07-04 15:57:48.082756096,Normal,3.404209948155738,Irrigate
1333,SENSOR_17,Farm D,30.341718466495863,22.73209994710172,72.62584138833111,2025-07-05 07:07:48.008401664,Critical High,3.680761182294325,Reduce Irrigation
1334,SENSOR_16,Farm B,28.124404869791743,25.69913597898015,85.38919718690833,2025-07-07 01:01:23.955105024,Dry,3.980039289227873,
1335,SENSOR_1,Farm D,35.14063022522644,32.30955742324032,45.453154603261495,2025-07-05 23:27:59.675413760,Critical High,3.107502882818459,
1336,SENSOR_6,Farm D,6.468429465073042,21.63164189194691,38.426048979127934,2025-07-05 00:51:23.149246208,Normal,3.16255474523897,Irrigate
1337,SENSOR_11,Farm B,8.611000985628154,32.30837487664924,78.31047644467507,2025-07-01 09:27:54.944397824,Normal,3.152957264107425,Irrigate
1338,SENSOR_16,Farm D,13.263291918522418,21.454878097124254,60.16653569159058,2025-07-03 04:04:01.485537280,Dry,4.047563636819654,Reduce Irrigation
1339,SENSOR_14,Farm B,60.27864479695317,23.304895271280817,77.07214564491159,2025-07-01 13:07:05.130102528,Dry,4.2,
1340,SENSOR_20,Farm C,8.452022311548983,21.0239742616362,58.11482849171984,2025-07-06 16:12:56.128517888,Wet,4.151571961917013,
1341,SENSOR_19,Farm D,23.55107258069513,21.411772799629954,32.51131839930043,2025-07-05 18:23:43.852602112,Critical Low,3.432166915106984,
1342,SENSOR_7,Farm A,34.4696389843332,31.88784660380956,57.45636706520412,2025-07-05 19:42:29.009510656,Dry,3.888453072691614,Irrigate
1343,SENSOR_5,Farm D,22.3345559568754,24.72251396718472,65.27442910800768,2025-07-05 02:15:03.005719808,Critical High,4.131983771680695,Irrigate
1344,SENSOR_19,Farm A,34.1648194923681,35.43766372887266,71.61414935595145,2025-07-04 02:10:19.568939008,Critical High,3.793014066131518,
1345,SENSOR_3,Farm D,7.572904416426113,20.219152417511637,35.17889228808214,2025-07-01 14:57:48.724236032,Normal,3.151198193262126,
1346,SENSOR_6,Farm B,34.5149025280163,27.14097006977716,85.49563151044414,2025-07-02 20:45:53.065669632,Wet,3.434330085530649,Irrigate
1347,SENSOR_13,Farm D,53.82833728781564,29.328943946183344,83.2253695304365,2025-07-01 12:47:55.513161216,Normal,3.96268477534801,
1348,SENSOR_15,Farm D,42.01060027982179,31.22673485498081,67.40911280828784,2025-07-05 14:17:54.651494400,Critical Low,4.2,Reduce Irrigation
1349,SENSOR_10,Farm C,25.64452003149737,19.08940162527347,72.6480301359914,2025-07-01 16:39:51.965558528,Dry,4.2,Irrigate
1350,SENSOR_10,Farm C,12.898006089996365,32.458858639530206,72.52005731043417,2025-07-05 10:31:04.662639360,Dry,4.045203397993487,Reduce Irrigation
1351,SENSOR_12,Farm D,47.87371894715047,22.345669245716092,42.6072824029344,2025-07-05 08:52:59.932265472,Normal,2.975874027276326,Reduce Irrigation
1352,SENSOR_2,Farm B,8.75904576167949,20.371240202377464,75.0772857486526,2025-07-03 18:15:22.215688960,Normal,3.783850315663905,
1353,SENSOR_14,Farm D,48.42522574538697,21.12639223302044,83.18067811123228,2025-07-01 12:31:08.392789248,Normal,4.105428244161103,Irrigate
1354,SENSOR_12,Farm D,15.238033062215102,17.890659148032636,58.92396388202483,2025-07-02 18:17:42.205152512,Critical High,3.836978110196238,
1355,SENSOR_8,Farm C,18.58100849597971,24.706319297916,66.09811188255027,2025-07-02 19:10:21.380531456,Dry,3.233442585280967,Irrigate
1356,SENSOR_8,Farm B,44.91850741250105,35.47380911703644,68.23471357677238,2025-07-05 10:13:52.901378560,Critical Low,3.972242295528582,
1357,SENSOR_9,Farm B,4.735288853791543,21.64055171829733,73.18193288577564,2025-07-01 08:57:22.758008832,Wet,3.105338427247902,
1358,SENSOR_10,Farm A,40.46283111277281,18.813897737186544,27.64208779830667,2025-07-06 07:34:09.237672192,Critical High,3.64281029698337,Irrigate
